Country Name,2018 [YR2018],2019 [YR2019]
Armenia,2.52023382001638,1.44344660770698
Equatorial Guinea,1.06007410662171,1.53027528964189
Mexico,4.89935015356551,3.63596142127046
Mongolia,6.82424790145522,7.30106953550723
Nigeria,12.0951065173432,11.3964223378115
Norway,2.76483134528788,2.16773003305402
Ukraine,10.9518559353178,7.88671745611133
United Kingdom,2.29283990345938,1.73810460086513
Zambia,7.4945719272852,9.15031644316296
